"geneSymbol","disease_merge"
"SIRT1","Diabetic Retinopathy"
"SIRT1","HIV Infections"
"SIRT1","Osteosarcoma"
"SIRT1","Brain Infarction"
"SIRT1","Obesity"
"SIRT1","Pneumonia"
"SIRT1","Scleroderma"
"SIRT1","Heart Failure"
"SIRT1","Degenerative Diseases Central Nervous System"
"SIRT1","Brain Neoplasms"
"SIRT1","Colitis"
"SIRT1","Bipolar Disorder"
"SIRT1","Prostate cancer"
"SIRT1","Schizophrenia"
"SIRT1","Retinal Diseases"
"SIRT1","Kidney Failure"
"SIRT1","Shared Paranoid Disorder"
"SIRT1","Atherosclerosis"
"SIRT1","Neoplasms"
"SIRT1","Heart Diseases"
"SIRT1","Neuronal ceroid lipofuscinosis"
"SIRT1","Demyelinating Diseases"
"SIRT1","Metabolic Syndrome X"
"SIRT1","Kidney Insufficiency"
"SIRT1","HIV Coinfection"
"SIRT1","Mood Disorders"
"SIRT1","Diabetes Mellitus "
"SIRT1","Breast Cancer"
"SIRT1","Non-alcoholic Fatty Liver Disease"
"SIRT1","Myocardial Failure"
"SIRT1","Chronic Lung Injury"
"SIRT1","Autoimmune Diseases"
"SLC18A2","Parkinson Disease"
"SLC18A2","Mental Depression"
"SLC18A2","Schizophrenia"
"SLC18A2","Bipolar Disorder"
"SLC18A2","Mood Disorders"
"SLC18A2","Narcolepsy"
"SLC18A2","Ramsay Hunt Paralysis Syndrome"
"SLC2A4","Diabetes Mellitus "
"SLC2A4","Senile Dementia"
"SLC2A4","Alzheimer Disease"
"SLC30A8","Diabetes Mellitus "
"SLC30A8","Asthma"
"SLC30A8","Aortic Aneurysm"
"SLC30A8","Coronary heart disease"
"SLC30A8","Schizophrenia"
"SLC7A10","Schizophrenia"
"SMC3","Cornelia de Lange syndrome"
"SMC3","Intellectual Disability"
"SMC3","Anemia"
"SMC3","Microcephaly"
"SMC3","Leukemia"
"SMC3","Myeloid Leukemia"
"SMC3","Neurodevelopmental Disorders"
"SMC3","Wiedemann-Steiner syndrome"
"SMC3","Radial Club Hand"
"SOCS3","Liver Cancer"
"SOCS3","Endometrial Cancer"
"SOCS3","Myocardial Ischemia"
"SOCS3","Atherosclerosis"
"SOCS3","Liver Diseases"
"SOD1","Lateral Sclerosis"
"SOD1","Transient Ischemic Attack"
"SOD1","Heart Failure"
"SOD1","Hypertensive disease"
"SOD1","Liver Diseases"
"SOD1","Motor Neuron Disease"
"SOD1","Glioma"
"SOD1","Asthma"
"SOD1","Down Syndrome"
"SOD1","Fatty Liver"
"SOD1","Chronic hepatitis"
"SOD1","Stroke"
"SOD1","Mental Depression"
"SOD1","Marfan Syndrome"
"SOD1","Spina Bifida"
"SOD1","Diabetic Retinopathy"
"SOD1","Pulmonary Fibrosis"
"SOD1","Atherosclerosis"
"SOD1","Parkinson Disease"
"SOD1","Kidney Failure"
"SOD1","Schizophrenia"
"SOD1","Hepatitis"
"SOD1","Brain Ischemia"
"SOD1","Hyperthyroidism"
"SOD1","Alcoholic fatty liver"
"SOD1","Obesity"
"SOD1","Asphyxia Neonatorum"
"SOD1","Cerebral Ischemia"
"SOD1","Turner Syndrome"
"SOD1","Ovarian Cancer"
"SOD1","Myocardial Failure"
"SOD1","Melancholia"
"SOD1","Nephrosis"
"SOD1","Anemia"
"SOD1","Kidney Calculi"
"SOD1","Myocardial Infarction"
"SOD1","Bipolar Disorder"
"SOD1","Kearns-Sayre syndrome"
"SOD1","Diabetes Mellitus "
"SOD1","Protein Deficiency"
"SOD1","Kidney Insufficiency"
"SOD1","Dermatitis"
"SOD1","Gait Disorders"
"SOD1","Aortic Diseases"
"SOD1","Ureteral Calculi"
"SOD1","MELAS Syndrome"
"SOD1","Deficiency Diseases"
"SOD1","Anterior Horn Cell Disease"
"SOD2","Glomerulosclerosis"
"SOD2","Liver Cirrhosis"
"SOD2","Carcinoma"
"SOD2","Osteoarthrosis Deformans"
"SOD2","Transient Ischemic Attack"
"SOD2","Autoimmune Diseases"
"SOD2","Arsenic Encephalopathy"
"SOD2","Diabetic Nephropathy"
"SOD2","Prostate cancer"
"SOD2","Colorectal Cancer"
"SOD2","Intestinal Polyposis"
"SOD2","Heart Failure"
"SOD2","Pustulosis"
"SOD2","Liver Cancer"
"SOD2","Aortic Aneurysm"
"SOD2","Bipolar Disorder"
"SOD2","Mesothelioma"
"SOD2","Osteoporosis"
"SOD2","Breast Cancer"
"SOD2","Rheumatoid Arthritis"
"SOD2","Cardiomyopathy"
"SOD2","Skin Cancer"
"SOD2","Brain Ischemia"
"SOD2","Parkinson Disease"
"SOD2","Cerebral Artery Infarction"
"SOD2","Pancreatic Neoplasm"
"SOD2","Anaplastic Carcinoma"
"SOD2","Marfan Syndrome"
"SOD2","Degenerative Diseases Central Nervous System"
"SOD2","Ovarian Cancer"
"SOD2","Thyroid Cancer"
"SOD2","Myocardial Diseases"
"SOD2","Myocardial Infarction"
"SOD2","Bladder Cancer"
"SOD2","Esophagus Neoplasm"
"SOD2","Mitochondrial Diseases"
"SOD2","Gastric Cancer"
"SOD2","Seizures"
"SOD2","Liver Diseases"
"SOD2","Brain Neoplasms"
"SOD2","Mental Depression"
"SOD2","Myocardial Failure"
"SOD2","Kearns-Sayre syndrome"
"SOD2","Cancer Metastasis"
"SOD2","Lewy Body Disease"
"SOD2","Alzheimer Disease"
"SOD2","Spina Bifida"
"SOD2","Methylmalonic acidemia"
"SOD2","Cerebral Ischemia"
"SOD2","Diabetes Mellitus "
"SOD2","Stomach Cancer"
"SOD2","Adenocarcinoma"
"SOD2","Jacksonian Seizure"
"SOD2","Sarcoidosis"
"SOD2","Cataract and cardiomyopathy"
"SOD2","Enterocolitis"
"SOD2","Senile Dementia"
"SOD2","Uveitis"
"SOD2","Myocardial Ischemia"
"SOD2","Male infertility"
"SOD2","Obesity"
"SOD2","Renal Cancer"
"SOD2","Fatty Liver"
"SOD2","Involutional paraphrenia"
"SOD2","Mouth Neoplasms"
"SOD2","Cribriform Carcinoma"
"SOD2","Lateral Sclerosis"
"SOD2","Arthritis"
"SOD2","Head Neoplasms"
"SOD2","Psoriasis"
"SOD2","Turner Syndrome"
"SOD2","Lung Cancer"
"SOD2","Nasopharyngeal Cancer"
"SOD2","Hypoglycemia"
"SOD2","Dermatitis"
"SOD2","Esophagitis"
"SOD2","Respiratory Distress Syndrome"
"SOD2","Atherosclerosis"
"SOD2","Schizophrenia"
"SOD2","Middle Cerebral Artery Syndrome"
"SOD2","CNS disorder"
"SOD2","Papilloma"
"SOD2","Colonic Neoplasms"
"SOD2","Adrenoleukodystrophy"
"SOD2","Lymphoma"
"SOD2","Hypertensive disease"
"SOD2","Meniere Disease"
"SOD2","Anemia"
"SOD2","Nephrotic Syndrome"
"SOD2","Asphyxia Neonatorum"
"SOD2","Aortic Diseases"
"SOD2","Adrenomyeloneuropathy"
"SOD2","Vascular Diseases"
"SOD2","Multiple Myeloma"
"SOD2","Psychosis"
"SOD2","Hepatitis"
"SOD2","Neuropathy"
"SOD2","Neoplasms"
"SOD2","Acute Coronary Syndrome"
"SOD2","Atonic seizures"
"SOD2","Lung Diseases"
"SOD2","Pneumonia"
"SOD2","Kidney Tubular Necrosis"
"SOD2","Hyperthyroidism"
"SOD2","Brain Infarction"
"SOD2","Skin Abnormalities"
"SOD2","Cerebral Thrombosis"
"SOD2","Farber disease"
"SOD2","Esophageal Stenosis"
"SOD2","MELAS Syndrome"
"SORBS1","Diabetic Retinopathy"
"SORBS1","Diabetes Mellitus "
"SORCS1","Autistic Disorder"
"SPP1","Adenocarcinoma"
"SPP1","Pulmonary Fibrosis"
"SPP1","Breast Cancer"
"SPP1","Glioma"
"SPP1","Kidney Calculi"
"SPP1","Heart Diseases"
"SPP1","Liver Diseases"
"SPP1","Lung Cancer"
"SPP1","Glomerulosclerosis"
"SPP1","Cribriform Carcinoma"
"SPP1","Neoplasms"
"SPP1","Kidney Failure"
"SPP1","Dermatitis"
"SPP1","Pulmonary asbestosis"
"SPP1","Brain Neoplasms"
"SPP1","Tumoral calcinosis"
"SPP1","Mesothelioma"
"SPP1","Pneumonia"
"SPP1","Carcinoma"
"SPP1","Liver Fibrosis"
"SPP1","Uremia"
"SPP1","Pancreatic Diseases"
"SPP1","Leukoencephalopathies"
"SPP1","Kidney Insufficiency"
"SPP1","Glomerular Hyalinosis"
"SPP1","Liver Cirrhosis"
"SPP1","Diabetic Cardiomyopathies"
"SPP1","Alcoholic fatty liver"
"SPP1","Hepatitis"
"SPP1","Childhood Ataxia with Central Nervous System Hypomyelinization"
"SPTLC2","Dysautonomia"
"SPTLC2","Pain Disorder"
"SPTLC2","Intellectual Disability"
"SQSTM1","Paget Disease Of Bone"
"SQSTM1","Muscular Dystrophy"
"SQSTM1","Lateral Sclerosis"
"SQSTM1","Macular Degeneration"
"SQSTM1","Sarcoma"
"SQSTM1","Neurodegeneration With Ataxia, Dystonia, And Gaze Palsy, Childhood-Onset"
"SQSTM1","Dementia"
"SRA1","Prostate Carcinoma"
"SRD5A1","Prostate cancer"
"SRD5A1","Endometrioma"
"SRD5A1","Ovarian Cancer"
"SRD5A1","Manic Disorder"
"SRD5A1","Mental Depression"
"SRD5A1","Endometriosis"
"SRD5A2","Penis Hypoplasia"
"SRD5A2","Pseudovaginal Perineoscrotal Hypospadias"
"SRD5A2","Prostatic Hypertrophy"
"SRD5A2","Prostatic Adenoma"
"SRD5A2","Endometriosis"
"SRD5A2","Alopecia"
"SRD5A2","Prostate cancer"
"SRD5A2","Prostatic Hyperplasia"
"SRD5A2","Endometrioma"
"SRD5A2","5-Alpha Reductase Deficiency"
"SRD5A2","Endometrial Cancer"
"SRD5A2","Schizophrenia"
"SREBF1","Liver Cancer"
"SREBF1","Obesity"
"SREBF1","Kidney Failure"
"SREBF1","Diabetes Mellitus "
"SREBF1","Parkinson Disease"
"SREBF1","Breast Cancer"
"SREBF1","Fatty Liver"
"SREBF1","Non-alcoholic Fatty Liver Disease"
"SREBF1","Schizophrenia"
"SRF","Fetal Alcohol Syndrome"
"SRF","HIV Infections"
"SRF","HIV Coinfection"
"SST","Mental Depression"
"SST","Atonic seizures"
"SST","Seizures"
"SST","Schizoaffective Disorder"
"SST","Endometriosis"
"SST","Esophagus Neoplasm"
"SST","Jacksonian Seizure"
"SST","Schizophrenia"
"SST","Barrett Esophagus"
"SST","Gastric Varix"
"SST","Vipoma"
"SST","Mood Disorders"
"SST","Barrett Epithelium"
"SST","Esophageal Varices"
"SST","Bipolar Disorder"
"SST","Pancreatitis"
"SST","Endometrioma"
"SST","Pancreatic Neoplasm"
"SST","Pancreatic Cholera"
"STAR","Ovarian Cancer"
"STAR","Congenital adrenal hyperplasia"
"STAR","Endometrial Cancer"
"STAT3","Cardiomyopathy"
"STAT3","Adenocarcinoma"
"STAT3","Lung Cancer"
"STAT3","Genetic Diseases"
"STAT3","Hyperimmunoglobulin E syndrome"
"STAT3","Spondylitis"
"STAT3","Carcinoma"
"STAT3","Multiple Sclerosis"
"STAT3","Medulloblastoma"
"STAT3","Inflammatory Bowel Diseases"
"STAT3","Dermatitis"
"STAT3","Leukemia"
"STAT3","Head Neoplasms"
"STAT3","Stomach Cancer"
"STAT3","Cerebral Ischemia"
"STAT3","Cerebral Artery Infarction"
"STAT3","Ketosis-prone diabetes"
"STAT3","Prostate cancer"
"STAT3","Memory Disorders"
"STAT3","Crohn Disease"
"STAT3","Ovarian Cancer"
"STAT3","Brain Infarction"
"STAT3","Colitis"
"STAT3","Middle Cerebral Artery Syndrome"
"STAT3","Diabetes Mellitus "
"STAT3","Pancreatic Neoplasm"
"STAT3","Anaplastic Carcinoma"
"STAT3","Meniere Disease"
"STAT3","Autoimmune Diseases"
"STAT3","Psoriasis"
"STAT3","Juvenile arthritis"
"STAT3","Cerebral Thrombosis"
"STAT3","Craniosynostosis"
"STAT3","Endometrial Cancer"
"STAT3","Liver Cancer"
"STAT3","Lymphoma"
"STAT3","Still Disease"
"STAT3","Chronic hepatitis"
"STAT3","Breast Cancer"
"STAT3","Brittle diabetes"
"STAT3","Pustulosis"
"STAT3","Atherosclerosis"
"STAT3","Cholangitis"
"STAT3","Cancer Metastasis"
"STAT3","Mental Depression"
"STAT3","Autoimmune Diabetes"
"STAT3","Myocardial Diseases"
"STAT3","Cervical Cancer"
"STAT3","Myeloid Leukemia"
"STAT3","Congenital diaphragmatic hernia"
"STAT3","Liver Cirrhosis"
"STAT3","Asthma"
"STAT3","Colonic Neoplasms"
"STAT3","Cribriform Carcinoma"
"STAT3","Gastric Cancer"
"STK11","Heriditary Neoplastic Syndrome"
"STK11","Peutz-Jeghers Syndrome"
"STK11","Gastrointestinal Cancer"
"STK11","Adenocarcinoma"
"STK11","Breast Cancer"
"STK11","Genetic Diseases"
"STK11","Cronkhite-Canada Syndrome"
"STK11","Genital Neoplasms, Male"
"STK11","Lung Cancer"
"STK11","Nongerminomatous Germ Cell Tumor"
"STK11","Cervical Cancer"
"STK11","Peutz Jehgers Polyp"
"STK11","Stomach Carcinoma"
"STK11","Intestinal Polyposis"
"STK11","Pancreatic Neoplasm"
"STK11","Yolk Sac Tumor"
"STK11","Seminoma"
"STK11","Carcinoma"
"STK11","Spermatocytic seminoma"
"STK11","Colorectal Cancer"
"STK11","Ovarian Cancer"
"STK11","Left Ventricular Hypertrophy"
"STK11","Cribriform Carcinoma"
"STK11","Hypertensive disease"
"STS","Ichthyosis"
"STS","Hepatitis, Alcoholic"
"STS","Fatty Liver"
"STS","Minimal Brain Dysfunction"
"STS","Obesity"
"STS","Attention Deficit Disorder"
"STS","Rheumatoid Arthritis"
"STXBP1","Encephalopathies"
"STXBP1","Genetic Diseases"
"STXBP1","Epilepsy"
"STXBP1","Horizontal Nystagmus"
"STXBP1","Schizophrenia"
"STXBP1","Strabismus"
"STXBP1","Infantile Spasm"
"STXBP1","Neurodevelopmental Disorders"
"SULT2A1","Prostate cancer"
"SULT2A1","Cholelithiasis"
"SULT2A1","Cholecystolithiasis"
"SUOX","Juvenile arthritis"
"SUOX","Spondylitis"
"SUOX","Sulfite oxidase deficiency"
"SUOX","Intellectual Disability"
"SUOX","Lupus Erythematosus"
"SUOX","Psoriasis"
"SUOX","Encephalopathies"
"SUOX","Rheumatoid Arthritis"
"SUOX","Celiac Disease"
"SUOX","Sulfocysteinuria"
"SUOX","Diabetes Mellitus "
"SUOX","Colitis"
"SUOX","Still Disease"
"SUOX","Common Variable Immunodeficiency"
"SUOX","Autoimmune Diseases"
"SUOX","Crohn Disease"
"SVEP1","Arteriosclerosis"
"SVEP1","Ischemic Cardiomyopathy"
"SVEP1","Myocardial Infarction"
"SVEP1","Coronary heart disease"
"TACR3","Schizophrenia"
"TACR3","Hypogonadism"
"TAGLN","Colonic Neoplasms"
"TAGLN","Endometrioma"
"TAGLN","Lipoidosis"
"TAGLN","Endometriosis"
"TAGLN","Breast Cancer"
"TAGLN","Esophagus Neoplasm"
"TBC1D4","Diabetic Retinopathy"
"TBC1D4","Diabetes Mellitus "
"TCF4","Pitt-Hopkins Syndrome"
"TCF4","Atonic seizures"
"TCF4","Intellectual Disability"
"TCF4","Neurodevelopmental Disorders"
"TCF4","Heart Diseases"
"TCF4","Bipolar Disorder"
"TCF4","Seizures"
"TCF4","Liver Cancer"
"TCF4","Schizophrenia"
"TCF4","Genetic Diseases"
"TCF4","Autistic Disorder"
"TCF4","Attention Deficit Disorder"
"TCF4","Microcephaly"
"TCF4","Non-organic psychosis"
"TCF4","Microlissencephaly"
"TCF4","Fuchs Endothelial Dystrophy"
"TCF4","Neuropathy"
"TCF4","Cholangitis"
"TCF4","Paranoia"
"TCF4","Psychosis"
"TCF4","Mental Depression"
"TCF4","Jacksonian Seizure"
"TCF7L2","Diabetes Mellitus "
"TCF7L2","Metabolic Syndrome X"
"TCF7L2","Adenocarcinoma"
"TCF7L2","Still Disease"
"TCF7L2","Schizophrenia"
"TCF7L2","Stroke"
"TCF7L2","Breast Cancer"
"TCF7L2","Bipolar Disorder"
"TCF7L2","Schizoaffective Disorder"
"TCF7L2","Juvenile arthritis"
"TCF7L2","Colorectal Cancer"
"TCF7L2","Carcinoma"
"TCF7L2","Cribriform Carcinoma"
"TCF7L2","Heart Failure"
"TCF7L2","Coronary heart disease"
"TCF7L2","Arteriosclerosis"
"TCF7L2","Atrial Fibrillation"
"TCF7L2","Neurodevelopmental Disorders"
"TCF7L2","Colonic Neoplasms"
"TCF7L2","Adenocarcinoma Of Large Intestine"
"TF","Alzheimer Disease"
"TF","Iron Overload"
"TF","Carcinoma"
"TF","Lung Cancer"
"TF","Fatty Liver"
"TF","Kidney Failure"
"TF","Nephrotic Syndrome"
"TF","Kidney Insufficiency"
"TF","Anaplastic Carcinoma"
"TF","Senile Dementia"
"TF","Autistic Disorder"
"TF","Liver Diseases"
"TF","Hepatitis"
"TF","Congenital atransferrinemia"
"TF","Narcolepsy"
"TF","Hemochromatosis"
"TF","Obesity"
"TF","Restless Legs Syndrome"
"TF","Anemia"
"TF","Hemochromatosis type 1"
"TF","Schizoaffective Disorder"
"TF","Schizophrenia"
"TGFB1","Non-organic psychosis"
"TGFB1","Psychosis"
"TGFB1","Pulmonary Fibrosis"
"TGFB1","Nephrotic Syndrome"
"TGFB1","Glomerulosclerosis"
"TGFB1","Camurati-Engelmann Syndrome"
"TGFB1","Chronic hepatitis"
"TGFB1","Pneumonia"
"TGFB1","Glomerular Hyalinosis"
"TGFB1","Peritoneal Fibrosis"
"TGFB1","Osteoporosis"
"TGFB1","Adenocarcinoma"
"TGFB1","Pulmonary Emphysema"
"TGFB1","Leukoencephalopathies"
"TGFB1","Autoimmune Hepatitis"
"TGFB1","Lung Cancer"
"TGFB1","Duodenal Ulcer"
"TGFB1","Inflammatory Bowel Diseases"
"TGFB1","Diabetic Neuralgia"
"TGFB1","Diabetic Neuropathies"
"TGFB1","Liver Cirrhosis"
"TGFB1","Diabetic Nephropathy"
"TGFB1","Hypertensive disease"
"TGFB1","Non-alcoholic Fatty Liver Disease"
"TGFB1","Sarcoidosis"
"TGFB1","Neonatal disorder"
"TGFB1","Skeletal Dysplasia"
"TGFB1","Diabetes Mellitus "
"TGFB1","Tumoral calcinosis"
"TGFB1","Kidney Failure"
"TGFB1","Prostate cancer"
"TGFB1","Carcinoma"
"TGFB1","Schizophrenia"
"TGFB1","Muscular Dystrophy"
"TGFB1","Airway Obstruction"
"TGFB1","Epilepsy"
"TGFB1","Papilloma"
"TGFB1","Gastric ulcer"
"TGFB1","Cholestasis"
"TGFB1","Thrombocytopenia"
"TGFB1","Myocardial Infarction"
"TGFB1","Asthma"
"TGFB1","Stroke"
"TGFB1","Urticaria"
"TGFB1","Myopathy"
"TGFB1","Emphysema"
"TGFB1","Colorectal Cancer"
"TGFB1","Arteriosclerosis"
"TGFB1","Pancreatic Neoplasm"
"TGFB1","Bipolar Disorder"
"TGFB1","Aortic Valve Insufficiency"
"TGFB1","Cleft palate"
"TGFB1","Ischemic Cardiomyopathy"
"TGFB1","Carcinosarcoma"
"TGFB1","Adenocarcinoma Of Large Intestine"
"TGFB1","Kidney Insufficiency"
"TGFB1","Oral submucosal fibrosis"
"TGFB1","Intervertebral Disc Degeneration"
"TGFB1","Anaplastic Carcinoma"
"TGFB1","Liver Fibrosis"
"TGFB1","Glomerulonephritis"
"TGFB1","Encapsulating Peritoneal Sclerosis"
"TGFB1","Skin Cancer"
"TGFB1","Dry Eye Syndromes"
"TGFB1","Beryllium Disease"
"TGFB1","Cribriform Carcinoma"
"TGFB1","Pleural Diseases"
"TGFB1","Migraine"
"TGFB1","Mood Disorders"
"TGFB1","Thrombocytosis"
"TGFB1","Liver Cancer"
"TGFB1","Encephalopathies"
"TGFB1","Uremia"
"TGFB1","Peyronie Disease"
"TGFB1","Mental Depression"
"TGFB1","Chronic Obstructive Pulmonary Disease"
"TGFB2","Lung Cancer"
"TGFB2","Autoimmune Diseases"
"TGFB2","Congenital abnormality of respiratory system"
"TGFB2","Holt-Oram syndrome"
"TGFB2","Chronic Obstructive Pulmonary Disease"
"TGFB2","Glaucoma"
"TGFB2","Aortic Aneurysm"
"TGFB2","Cleft palate"
"TGFB2","Ehlers-Danlos Syndrome"
"TGFB2","Limb Deformities"
"TGFB2","Loeys-Dietz Syndrome"
"TGFB2","Endometrioma"
"TGFB2","Marfan Syndrome"
"TGFB2","Bone Diseases"
"TGFB2","Arthrogryposis"
"TGFB2","Eye Abnormalities"
"TGFB2","Cardiovascular Abnormalities"
"TGFB2","Endometriosis"
"TGFB2","Aortic Valve Insufficiency"
"TGFB2","Cholangitis"
"THADA","Prostate Carcinoma"
"THADA","Coronary heart disease"
"THADA","Diabetes Mellitus "
"THADA","Crohn Disease"
"THADA","Colitis"
"THADA","Inflammatory Bowel Diseases"
"THADA","Arteriosclerosis"
"THADA","Spondylitis"
"THADA","Psoriasis"
"THADA","Cholangitis"
"THADA","Nasopharyngeal Cancer"
"THADA","Alopecia"
"THADA","Cleft upper lip"
"THBS1","Diabetic Retinopathy"
"THBS1","Breast Cancer"
"THBS1","Juvenile arthritis"
"THBS1","Liver Cirrhosis"
"THBS1","Still Disease"
"THBS1","Liver Fibrosis"
"THBS1","Schizophrenia"
"THBS1","Nephritis, Interstitial"
"THBS1","Diabetic Cardiomyopathies"
"TIMP1","Pulmonary Fibrosis"
"TIMP1","Tumoral calcinosis"
"TIMP1","Cholangitis"
"TIMP1","Liver Cirrhosis"
"TIMP1","Oral submucosal fibrosis"
"TIMP1","Aortic Valve Insufficiency"
"TIMP1","Heart Diseases"
"TIMP1","Autoimmune Diseases"
"TIMP1","Wilson Disease"
"TIMP1","Respiratory Distress Syndrome"
"TIMP1","Vascular Diseases"
"TIMP1","Female Urogenital Diseases"
"TIMP1","Hypertensive disease"
"TIMP1","Diabetes Mellitus "
"TIMP1","Glomerulonephritis"
"TIMP1","Varicosity"
"TIMP1","Cholestasis"
"TLR2","Eosinophilia"
"TLR2","Schizophrenia"
"TLR2","Meniere Disease"
"TLR2","Kidney Failure"
"TLR2","Colorectal Cancer"
"TLR2","Cardiomyopathy"
"TLR2","Kidney Insufficiency"
"TLR2","Rheumatoid Arthritis"
"TLR2","Keratitis"
"TLR2","Myocardial Diseases"
"TLR2","Cholestasis"
"TLR2","Bipolar Disorder"
"TM4SF4","Liver Diseases"
"TMEM150B","Mental Depression"
"TNF","Compression of spinal cord"
"TNF","Fatty Liver"
"TNF","Liver Diseases"
"TNF","Mental Depression"
"TNF","Leishmaniasis"
"TNF","Asthma"
"TNF","Breast Cancer"
"TNF","Colitis"
"TNF","Bipolar Disorder"
"TNF","Dermatomyositis"
"TNF","Acute Coronary Syndrome"
"TNF","Carcinoma"
"TNF","Fanconi Anemia"
"TNF","Lateral Sclerosis"
"TNF","Heart Failure"
"TNF","Colonic Neoplasms"
"TNF","Status Epilepticus"
"TNF","Stroke"
"TNF","Rheumatoid Arthritis"
"TNF","Sarcoma"
"TNF","Hepatitis, Alcoholic"
"TNF","Myopathy"
"TNF","Anemia"
"TNF","Emphysema"
"TNF","Myocardial Infarction"
"TNF","Stomach Cancer"
"TNF","Obesity"
"TNF","Hypoglycemia"
"TNF","Arsenic Encephalopathy"
"TNF","Adenocarcinoma"
"TNF","Pleural effusion"
"TNF","Gastric Cancer"
"TNF","Diabetes Mellitus "
"TNF","Lung Cancer"
"TNF","Scleroderma"
"TNF","HIV Wasting Syndrome"
"TNF","Soft Tissue Neoplasms"
"TNF","Myocardial Failure"
"TNF","Neuralgia"
"TNF","Crohn Disease"
"TNF","Kidney Insufficiency"
"TNF","Polymyositis"
"TNF","Pneumonia"
"TNF","Schizophrenia"
"TNF","Pleuritis"
"TNF","Urticaria"
"TNF","Senile Dementia"
"TNF","Pancreatic Neoplasm"
"TNF","Anxiety Disorders"
"TNF","Cholestasis"
"TNF","Hypertensive disease"
"TNF","Pulmonary Fibrosis"
"TNF","Carditis"
"TNF","Oral submucosal fibrosis"
"TNF","Cardiac Arrest"
"TNF","Diabetic Cardiomyopathies"
"TNF","Glioma"
"TNF","Colorectal Cancer"
"TNF","Milk-Alkali Syndrome"
"TNF","Mood Disorders"
"TNF","Hyperhomocysteinemia"
"TNF","Morphea"
"TNF","Arthritis"
"TNF","Liver Failure"
"TNF","AIDS"
"TNF","Inflammatory Bowel Diseases"
"TNF","Hepatitis"
"TNF","Liver Cirrhosis"
"TNF","Autoimmune Diabetes"
"TNF","Myocardial Diseases"
"TNF","Bladder Cancer"
"TNF","Glomerulonephritis"
"TNF","Nephritis"
"TNF","Thyroid Cancer"
"TNF","Kidney Failure"
"TNF","Osteoporosis"
"TNF","Sickle Cell Anemia"
"TNF","Cerebral Edema"
"TNF","Myocarditis"
"TNF","Wilson Disease"
"TNF","Airway Obstruction"
"TNF","Liver Cancer"
"TNF","Hepatic Encephalopathy"
"TNF","Retinal Diseases"
"TNF","Myocardial Stunning"
"TNF","Beryllium Disease"
"TNF","Ketosis-prone diabetes"
"TNF","Myocardial Ischemia"
"TNF","Cardiomyopathy"
"TNF","Fibromatosis"
"TNF","Psoriasis"
"TNF","Hemochromatosis"
"TNF","Pulmonary Emphysema"
"TNF","Pustulosis"
"TNF","Pulmonary asbestosis"
"TNF","Pregnancy Complications, Cardiovascular"
"TNF","Vascular Diseases"
"TNF","Gastric ulcer"
"TNF","Brittle diabetes"
"TNF","Coronary Restenosis"
"TNF","Bronchiectasis"
"TNF","Chronic Obstructive Pulmonary Disease"
"TNF","Graves Disease"
"TNF","Trigeminal neuralgia"
"TNF","Angina pectoris"
"TNF","Parkinson Disease"
"TNF","Dermatitis"
"TNF","Pulmonary Edema"
"TNF","Enteritis"
"TNF","Alzheimer Disease"
"TNF","Cribriform Carcinoma"
"TNF","Hemolytic-Uremic Syndrome"
"TNF","Cerebral Ischemia"
"TNF","Luft Disease"
"TNF","Arthritis, Psoriatic"
"TNF","Atherosclerosis"
"TNF","Hibernating Myocardium"
"TNF","Hypercalcemia"
"TNF","Chronic Lung Injury"
"TNF","Anthracosis"
"TNF","Petit mal status"
"TNFRSF11B","Hypercalcemia"
"TNFRSF11B","Osteoporosis"
"TNFRSF11B","Hyperphosphatasemia with bone disease"
"TNFRSF11B","Rheumatoid Arthritis"
"TNFRSF11B","Milk-Alkali Syndrome"
"TNFRSF11B","Uremia"
"TNFRSF1A","TRAPS"
"TNFRSF1A","Diabetes Mellitus "
"TNFRSF1A","Meniere Disease"
"TNFRSF1A","Cystic Fibrosis"
"TNFRSF1A","Heart Failure"
"TNFRSF1A","Multiple Sclerosis"
"TNFRSF1A","Biliary Cirrhosis"
"TNFRSF1A","Genetic Diseases"
"TNFRSF1A","Mental Depression"
"TNFRSF1A","Schizophrenia"
"TNFRSF1A","Autoimmune Diseases"
"TNFRSF1A","Cerebral Ischemia"
"TNFRSF1A","Pneumonia"
"TNFRSF1A","Cholangitis"
"TNFRSF1A","Psoriasis"
"TNFRSF1A","Crohn Disease"
"TNFRSF1A","Spondylitis"
"TNFRSF1A","Fibrocystic Disease of Pancreas"
"TNFRSF1A","Myocardial Failure"
"TNFRSF1A","Chronic Lung Injury"
"TNFRSF1A","Colitis"
"TNFRSF1B","Pneumonia"
"TNFRSF1B","Diabetes Mellitus "
"TNFRSF1B","Non-alcoholic Fatty Liver Disease"
"TNFRSF1B","Lymphoma"
"TNFRSF1B","Obesity"
"TNFRSF1B","Mental Depression"
"TNFRSF1B","Anemia"
"TNFRSF1B","Schizophrenia"
"TNFRSF1B","Cerebral Ischemia"
"TNFRSF1B","Liver Fibrosis"
"TNFRSF1B","Autistic Disorder"
"TNFRSF1B","Liver Cirrhosis"
"TNIK","Dermatitis"
"TNIK","Juvenile arthritis"
"TNIK","Mental Retardation"
"TNIK","Schizophrenia"
"TNIK","Arsenic Encephalopathy"
"TNIK","Intellectual Disability"
